Num,Time,City,Value
244,2017/1/11 4:00,A,0.549519879
245,2017/1/11 5:00,A,0.520391351
246,2017/1/11 6:00,A,0.847901392
247,2017/1/11 7:00,A,1.877313031
248,2017/1/11 8:00,A,2.801923105
249,2017/1/11 9:00,A,3.200040765
250,2017/1/11 10:00,A,3.630770444
251,2017/1/11 11:00,A,4.048259357
252,2017/1/11 12:00,A,4.625007291
253,2017/1/11 13:00,A,4.03373511
254,2017/1/11 14:00,A,3.801009558
255,2017/1/11 15:00,A,3.954963513
256,2017/1/11 16:00,A,3.99355347
257,2017/1/11 17:00,A,4.053320163
258,2017/1/11 18:00,A,4.1591393619999995
259,2017/1/11 19:00,A,4.054842877
260,2017/1/11 20:00,A,4.0230268339999995
261,2017/1/11 21:00,A,4.2183207715
262,2017/1/11 22:00,A,4.212712466
263,2017/1/11 23:00,A,4.676730289
264,2017/1/12 0:00,A,3.8257392880000003
265,2017/1/12 1:00,A,2.280447849
266,2017/1/12 2:00,A,1.269608865
267,2017/1/12 3:00,A,0.7434525270000001
268,2017/1/12 4:00,A,0.5586752779999999
269,2017/1/12 5:00,A,0.5737707
270,2017/1/12 6:00,A,1.049999966
271,2017/1/12 7:00,A,2.319948853
272,2017/1/12 8:00,A,3.224510645
273,2017/1/12 9:00,A,3.6168512789999996
274,2017/1/12 10:00,A,3.4344971010000003
275,2017/1/12 11:00,A,4.101573557
276,2017/1/12 12:00,A,4.146038428
277,2017/1/12 13:00,A,2.8294647489999996
278,2017/1/12 14:00,A,3.73674805
279,2017/1/12 15:00,A,2.74971814
280,2017/1/12 16:00,A,4.075631784
281,2017/1/12 17:00,A,4.176693048
282,2017/1/12 18:00,A,4.309062302
283,2017/1/12 19:00,A,4.119731265
284,2017/1/12 20:00,A,4.06826557
285,2017/1/12 21:00,A,4.058038898
286,2017/1/12 22:00,A,4.0570511719999995
287,2017/1/12 23:00,A,3.8490564789999997
288,2017/1/13 0:00,A,3.353029147
289,2017/1/13 1:00,A,1.9826200840000001
290,2017/1/13 2:00,A,1.136117252
291,2017/1/13 3:00,A,0.680625266
292,2017/1/13 4:00,A,0.496652328
293,2017/1/13 5:00,A,0.54427244
294,2017/1/13 6:00,A,0.96180296
295,2017/1/13 7:00,A,2.0629138819999997
296,2017/1/13 8:00,A,3.0215855289999998
297,2017/1/13 9:00,A,3.3005733310000003
298,2017/1/13 10:00,A,3.6328037230000003
299,2017/1/13 11:00,A,3.898772101
300,2017/1/13 12:00,A,4.383410837
301,2017/1/13 13:00,A,3.924312567
302,2017/1/13 14:00,A,3.675291666
303,2017/1/13 15:00,A,3.648982947
304,2017/1/13 16:00,A,3.680334665
305,2017/1/13 17:00,A,3.788596402
306,2017/1/13 18:00,A,3.9589632289999996
307,2017/1/13 19:00,A,3.7793856110000004
308,2017/1/13 20:00,A,3.696218817
309,2017/1/13 21:00,A,3.6739690460000003
310,2017/1/13 22:00,A,3.616198898
311,2017/1/13 23:00,A,3.482919833
312,2017/1/14 0:00,A,2.8031050630000003
313,2017/1/14 1:00,A,1.7011305209999998
314,2017/1/14 2:00,A,0.962059613
315,2017/1/14 3:00,A,0.6131347779999999
316,2017/1/14 4:00,A,0.464226443
317,2017/1/14 5:00,A,0.494756226
318,2017/1/14 6:00,A,0.802297534
319,2017/1/14 7:00,A,1.55928147
320,2017/1/14 8:00,A,2.285554446
321,2017/1/14 9:00,A,2.7755056369999997
322,2017/1/14 10:00,A,3.126993469
323,2017/1/14 11:00,A,3.310296118
324,2017/1/14 12:00,A,3.5554158539999996
325,2017/1/14 13:00,A,3.44651098
326,2017/1/14 14:00,A,3.3639160489999997
327,2017/1/14 15:00,A,3.375725681
328,2017/1/14 16:00,A,3.3448469089999997
329,2017/1/14 17:00,A,3.4141510189999997
330,2017/1/14 18:00,A,3.447161383
331,2017/1/14 19:00,A,3.488301828
332,2017/1/14 20:00,A,3.3437585239999996
333,2017/1/14 21:00,A,3.20067027
334,2017/1/14 22:00,A,3.0700045960000004
335,2017/1/14 23:00,A,2.7985003269999997
336,2017/1/15 0:00,A,2.155608514
337,2017/1/15 1:00,A,1.31473718
338,2017/1/15 2:00,A,0.791256686
339,2017/1/15 3:00,A,0.527110443
340,2017/1/15 4:00,A,0.39552359299999995
341,2017/1/15 5:00,A,0.43119303299999995
342,2017/1/15 6:00,A,0.6641874729999999
343,2017/1/15 7:00,A,1.28013291
344,2017/1/15 8:00,A,1.9353797609999999
345,2017/1/15 9:00,A,2.445967041
346,2017/1/15 10:00,A,2.8263167019999997
347,2017/1/15 11:00,A,3.0437962069999998
348,2017/1/15 12:00,A,3.221155475
349,2017/1/15 13:00,A,3.116905185
350,2017/1/15 14:00,A,3.097277023
351,2017/1/15 15:00,A,3.111621313
352,2017/1/15 16:00,A,3.0797080230000002
353,2017/1/15 17:00,A,3.078975854
354,2017/1/15 18:00,A,3.090493051
355,2017/1/15 19:00,A,3.11377709
356,2017/1/15 20:00,A,3.0866852660000004
357,2017/1/15 21:00,A,3.009947009
358,2017/1/15 22:00,A,2.8816349239999997
359,2017/1/15 23:00,A,2.630338666
360,2017/1/16 0:00,A,1.927860675
361,2017/1/16 1:00,A,1.168309909
362,2017/1/16 2:00,A,0.67375022
363,2017/1/16 3:00,A,0.455467685
364,2017/1/16 4:00,A,0.36894203799999997
365,2017/1/16 5:00,A,0.410321899
366,2017/1/16 6:00,A,0.773770306
367,2017/1/16 7:00,A,1.6745797519999999
368,2017/1/16 8:00,A,2.441305725
369,2017/1/16 9:00,A,2.707188882
370,2017/1/16 10:00,A,2.984491119
371,2017/1/16 11:00,A,3.182469565
372,2017/1/16 12:00,A,3.6623528839999997
373,2017/1/16 13:00,A,3.2296564119999998
374,2017/1/16 14:00,A,3.1311446839999997
375,2017/1/16 15:00,A,3.177097733
376,2017/1/16 16:00,A,3.1384069980000002
377,2017/1/16 17:00,A,3.226352222
378,2017/1/16 18:00,A,3.2916281339999998
379,2017/1/16 19:00,A,3.0930405089999997
380,2017/1/16 20:00,A,3.1165839510000004
381,2017/1/16 21:00,A,3.059774017
382,2017/1/16 22:00,A,2.9270892269999997
383,2017/1/16 23:00,A,2.575048514
384,2017/1/17 0:00,A,1.7599593169999999
385,2017/1/17 1:00,A,1.023017633
386,2017/1/17 2:00,A,0.600616922
387,2017/1/17 3:00,A,0.41694596899999997
388,2017/1/17 4:00,A,0.35203683799999996
389,2017/1/17 5:00,A,0.39605036
390,2017/1/17 6:00,A,0.746711536
391,2017/1/17 7:00,A,1.677753522
392,2017/1/17 8:00,A,2.472802725
393,2017/1/17 9:00,A,2.840138983
394,2017/1/17 10:00,A,3.122260803
395,2017/1/17 11:00,A,3.227020065
396,2017/1/17 12:00,A,3.67930968
397,2017/1/17 13:00,A,3.242444812
398,2017/1/17 14:00,A,3.144440576
399,2017/1/17 15:00,A,3.203687064
400,2017/1/17 16:00,A,3.199426392
401,2017/1/17 17:00,A,3.303630478
402,2017/1/17 18:00,A,3.323682996
403,2017/1/17 19:00,A,3.151091028
404,2017/1/17 20:00,A,3.093716733
405,2017/1/17 21:00,A,3.0190280639999996
406,2017/1/17 22:00,A,2.62014068
407,2017/1/17 23:00,A,2.51623736
408,2017/1/18 0:00,A,1.8072596440000002
409,2017/1/18 1:00,A,1.073242337
410,2017/1/18 2:00,A,0.6476165220000001
411,2017/1/18 3:00,A,0.456994656
412,2017/1/18 4:00,A,0.370061719
413,2017/1/18 5:00,A,0.423922955
414,2017/1/18 6:00,A,0.7477909759999999
415,2017/1/18 7:00,A,1.5858808009999998
416,2017/1/18 8:00,A,2.390153412
417,2017/1/18 9:00,A,2.71113298
418,2017/1/18 10:00,A,3.06105509
419,2017/1/18 11:00,A,3.240276877
420,2017/1/18 12:00,A,3.7377803860000003
421,2017/1/18 13:00,A,3.320971198
422,2017/1/18 14:00,A,3.20265062
423,2017/1/18 15:00,A,3.202924905
424,2017/1/18 16:00,A,2.4315003330000002
425,2017/1/18 17:00,A,1.6786631440000002
426,2017/1/18 18:00,A,1.5916948519999998
427,2017/1/18 19:00,A,1.560832449
428,2017/1/18 20:00,A,1.5401310609999999
429,2017/1/18 21:00,A,1.489935327
430,2017/1/18 22:00,A,1.443478262
431,2017/1/18 23:00,A,1.292477185
432,2017/1/19 0:00,A,0.886930338
433,2017/1/19 1:00,A,0.548275677
434,2017/1/19 2:00,A,0.34089704299999996
435,2017/1/19 3:00,A,0.23629797100000002
436,2017/1/19 4:00,A,0.20380880399999998
437,2017/1/19 5:00,A,0.228604138
438,2017/1/19 6:00,A,0.38231388200000005
439,2017/1/19 7:00,A,0.890883243
440,2017/1/19 8:00,A,1.316717285
441,2017/1/19 9:00,A,1.453877457
442,2017/1/19 10:00,A,1.590083746
443,2017/1/19 11:00,A,1.8260105830000002
444,2017/1/19 12:00,A,2.116613199
445,2017/1/19 13:00,A,2.57908250525
446,2017/1/19 14:00,A,1.557774426
447,2017/1/19 15:00,A,1.6634124819999998
448,2017/1/19 16:00,A,1.663693268
449,2017/1/19 17:00,A,1.7225934569999999
450,2017/1/19 18:00,A,1.723500684
451,2017/1/19 19:00,A,1.640417459
452,2017/1/19 20:00,A,1.6333171169999998
453,2017/1/19 21:00,A,1.6016162319999998
454,2017/1/19 22:00,A,1.5365545040000002
455,2017/1/19 23:00,A,1.3461915830000002
456,2017/1/20 0:00,A,0.958416507
457,2017/1/20 1:00,A,0.583832462
458,2017/1/20 2:00,A,0.370710205
459,2017/1/20 3:00,A,0.256553323
460,2017/1/20 4:00,A,0.219395306
461,2017/1/20 5:00,A,0.239191827
462,2017/1/20 6:00,A,0.402907333
463,2017/1/20 7:00,A,1.710421805
464,2017/1/20 8:00,A,2.5889772890000002
465,2017/1/20 9:00,A,2.7655127110000004
466,2017/1/20 10:00,A,3.072774472
467,2017/1/20 11:00,A,3.1743306089999996
468,2017/1/20 12:00,A,3.535211639
469,2017/1/20 13:00,A,3.20454469
470,2017/1/20 14:00,A,3.11793429
471,2017/1/20 15:00,A,3.167095657
472,2017/1/20 16:00,A,3.188241983
473,2017/1/20 17:00,A,3.3482465610000003
474,2017/1/20 18:00,A,3.385451016
475,2017/1/20 19:00,A,3.1278013789999997
476,2017/1/20 20:00,A,3.081483514
477,2017/1/20 21:00,A,2.917094843
478,2017/1/20 22:00,A,2.759039697
479,2017/1/20 23:00,A,2.363604916
480,2017/1/21 0:00,A,1.724887122
481,2017/1/21 1:00,A,1.07990441
482,2017/1/21 2:00,A,0.675376251
483,2017/1/21 3:00,A,0.474756448
484,2017/1/21 4:00,A,0.39370639
485,2017/1/21 5:00,A,0.41766668700000004
486,2017/1/21 6:00,A,0.680911072
487,2017/1/21 7:00,A,1.420391785
488,2017/1/21 8:00,A,2.025339209
489,2017/1/21 9:00,A,2.450140845
490,2017/1/21 10:00,A,2.7507850339999997
491,2017/1/21 11:00,A,2.84055925
492,2017/1/21 12:00,A,3.040846774
493,2017/1/21 13:00,A,2.953148248
494,2017/1/21 14:00,A,2.9094234310000004
495,2017/1/21 15:00,A,2.9433062530000003
496,2017/1/21 16:00,A,2.956841022
497,2017/1/21 17:00,A,2.95407446
498,2017/1/21 18:00,A,2.914968384
499,2017/1/21 19:00,A,2.873313348
500,2017/1/21 20:00,A,2.8270777860000003
501,2017/1/21 21:00,A,2.6878399410000005
502,2017/1/21 22:00,A,2.52947666
503,2017/1/21 23:00,A,2.1532080380000003
504,2017/1/22 0:00,A,1.5069844119999998
505,2017/1/22 1:00,A,0.9138640809999999
506,2017/1/22 2:00,A,0.585303854
507,2017/1/22 3:00,A,0.42547917799999996
508,2017/1/22 4:00,A,0.347148636
509,2017/1/22 5:00,A,0.374360861
510,2017/1/22 6:00,A,0.634062796
511,2017/1/22 7:00,A,1.4603261930000002
512,2017/1/22 8:00,A,2.1719612180000003
513,2017/1/22 9:00,A,2.341059338
514,2017/1/22 10:00,A,2.559431601
515,2017/1/22 11:00,A,2.71720936
516,2017/1/22 12:00,A,3.105172415
517,2017/1/22 13:00,A,2.865055832
518,2017/1/22 14:00,A,2.83819111
519,2017/1/22 15:00,A,2.8634380160000004
520,2017/1/22 16:00,A,2.85447197
521,2017/1/22 17:00,A,2.8885377169999997
522,2017/1/22 18:00,A,2.8716102969999997
523,2017/1/22 19:00,A,2.711068961
524,2017/1/22 20:00,A,2.677803302
525,2017/1/22 21:00,A,2.537458774
526,2017/1/22 22:00,A,2.348089694
527,2017/1/22 23:00,A,2.002845325
528,2017/1/23 0:00,A,1.4090360169999998
529,2017/1/23 1:00,A,0.869897583
530,2017/1/23 2:00,A,0.550818396
531,2017/1/23 3:00,A,0.39658403
532,2017/1/23 4:00,A,0.32454352399999997
533,2017/1/23 5:00,A,0.35025149200000005
534,2017/1/23 6:00,A,0.6273117029999999
535,2017/1/23 7:00,A,1.4549518769999998
536,2017/1/23 8:00,A,2.108985861
537,2017/1/23 9:00,A,2.331648956
538,2017/1/23 10:00,A,2.592892386
539,2017/1/23 11:00,A,2.678884488
540,2017/1/23 12:00,A,3.015748505
541,2017/1/23 13:00,A,2.73539411
542,2017/1/23 14:00,A,2.700999771
543,2017/1/23 15:00,A,2.74170376
544,2017/1/23 16:00,A,2.715237466
545,2017/1/23 17:00,A,2.7387622830000002
546,2017/1/23 18:00,A,2.7213081630000002
547,2017/1/23 19:00,A,2.572741531
548,2017/1/23 20:00,A,2.584345868
549,2017/1/23 21:00,A,2.511962979
550,2017/1/23 22:00,A,2.307444464
551,2017/1/23 23:00,A,1.925616617
552,2017/1/24 0:00,A,1.381604691
553,2017/1/24 1:00,A,0.853910156
554,2017/1/24 2:00,A,0.552652988
555,2017/1/24 3:00,A,0.391676743
556,2017/1/24 4:00,A,0.32226880199999997
557,2017/1/24 5:00,A,0.351716245
558,2017/1/24 6:00,A,0.624059396
559,2017/1/24 7:00,A,1.444023373
560,2017/1/24 8:00,A,2.140354355
561,2017/1/24 9:00,A,2.4404246769999998
562,2017/1/24 10:00,A,2.696560455
563,2017/1/24 11:00,A,2.731913879
564,2017/1/24 12:00,A,2.97669903
565,2017/1/24 13:00,A,2.7469028019999997
566,2017/1/24 14:00,A,2.7135921880000002
567,2017/1/24 15:00,A,2.7226398069999997
568,2017/1/24 16:00,A,2.78499263
569,2017/1/24 17:00,A,2.778683395
570,2017/1/24 18:00,A,2.701894556
571,2017/1/24 19:00,A,2.556243597
572,2017/1/24 20:00,A,2.475058359
573,2017/1/24 21:00,A,2.303259796
574,2017/1/24 22:00,A,2.140464133
575,2017/1/24 23:00,A,1.779184677
576,2017/1/25 0:00,A,1.284674289
577,2017/1/25 1:00,A,0.8138574129999999
578,2017/1/25 2:00,A,0.511381357
579,2017/1/25 3:00,A,0.362760095
580,2017/1/25 4:00,A,0.298163876
581,2017/1/25 5:00,A,0.333062485
582,2017/1/25 6:00,A,0.600800201
583,2017/1/25 7:00,A,1.286285065
584,2017/1/25 8:00,A,1.9154780880000002
585,2017/1/25 9:00,A,2.180720325
586,2017/1/25 10:00,A,2.443166135
587,2017/1/25 11:00,A,2.494836621
588,2017/1/25 12:00,A,2.673130576
589,2017/1/25 13:00,A,2.5371017609999997
590,2017/1/25 14:00,A,2.50700549
591,2017/1/25 15:00,A,2.501734363
592,2017/1/25 16:00,A,2.466195071
593,2017/1/25 17:00,A,2.389609253
594,2017/1/25 18:00,A,2.296762686
595,2017/1/25 19:00,A,2.265034918
596,2017/1/25 20:00,A,2.205969476
597,2017/1/25 21:00,A,2.102077939
598,2017/1/25 22:00,A,1.96126669
599,2017/1/25 23:00,A,1.6609193880000002
600,2017/1/26 0:00,A,1.220378183
601,2017/1/26 1:00,A,0.773002423
602,2017/1/26 2:00,A,0.494097467
603,2017/1/26 3:00,A,0.34916004
604,2017/1/26 4:00,A,0.27964353
605,2017/1/26 5:00,A,0.31614675
606,2017/1/26 6:00,A,0.541505191
607,2017/1/26 7:00,A,1.11960105
608,2017/1/26 8:00,A,1.601085919
609,2017/1/26 9:00,A,1.9390481869999998
610,2017/1/26 10:00,A,2.2012567659999998
611,2017/1/26 11:00,A,2.1646066040000003
612,2017/1/26 12:00,A,2.226109982
613,2017/1/26 13:00,A,2.191135321
614,2017/1/26 14:00,A,2.163447302
615,2017/1/26 15:00,A,2.172079459
616,2017/1/26 16:00,A,2.092703754
617,2017/1/26 17:00,A,1.9891457609999998
618,2017/1/26 18:00,A,1.956957843
619,2017/1/26 19:00,A,2.007168445
620,2017/1/26 20:00,A,1.995637616
621,2017/1/26 21:00,A,1.9293284640000001
622,2017/1/26 22:00,A,1.67071189
623,2017/1/26 23:00,A,1.028637097
624,2017/1/27 0:00,A,1.149107053
625,2017/1/27 1:00,A,0.73059332
626,2017/1/27 2:00,A,0.480264301
627,2017/1/27 3:00,A,0.33917668799999995
628,2017/1/27 4:00,A,0.27992185399999997
629,2017/1/27 5:00,A,0.315737405
630,2017/1/27 6:00,A,0.5166737610000001
631,2017/1/27 7:00,A,0.983620084
632,2017/1/27 8:00,A,1.328994824
633,2017/1/27 9:00,A,1.558529855
634,2017/1/27 10:00,A,1.7633669980000002
635,2017/1/27 11:00,A,1.842221167
636,2017/1/27 12:00,A,1.958810095
637,2017/1/27 13:00,A,2.025017706
638,2017/1/27 14:00,A,2.0688015109999998
639,2017/1/27 15:00,A,2.1101040369999997
